ecCounts	passage	cellID
28.4921712351584	P4	R11-C27
33.9561266510666	P4	R06-C18
32.4944057514077	P4	R22-C34
33.6963443211238	P4	R08-C15
29.6159131670657	P4	R18-C62
92.1896223587682	P4	R08-C54
33.9996131530235	P4	R06-C48
33.0272072856929	P4	R04-C13
27.8733995006813	P4	R13-C57
35.7189975983014	P4	R08-C40
34.7810814692203	P4	R17-C42
36.4175720136933	P4	R23-C14
31.2071069516085	P4	R19-C49
25.0021566153585	P4	R05-C46
26.2712416388708	P4	R18-C61
36.6648718111925	P4	R22-C68
38.2587420529665	P4	R18-C08
30.9792132524464	P4	R24-C13
21.4105927648896	P4	R07-C64
21.3508225052034	P4	R03-C44
26.5215068032773	P4	R08-C31
27.0859026561824	P4	R16-C65
28.1980992043355	P4	R23-C60
24.0266271276688	P4	R27-C57
29.528697332654	P4	R06-C23
26.1188686278004	P4	R03-C43
29.1960240814047	P4	R03-C27
26.4792335341684	P4	R05-C30
28.9106916682786	P4	R16-C70
30.7130791160593	P4	R03-C54
28.0266475054782	P4	R06-C49
27.5846520284116	P4	R05-C58
27.4757804070727	P4	R16-C68
26.944295564797	P4	R17-C25
26.406853409096	P4	R03-C64
23.0218921426763	P4	R12-C49
20.2167892556851	P4	R05-C50
19.2956269287383	P4	R21-C62
26.6707842868047	P4	R03-C48
26.4487205786038	P4	R26-C17
26.2170208454861	P4	R15-C38
21.7055255156587	P4	R17-C49
23.3264329620093	P4	R13-C35
26.9247289640934	P4	R13-C67
25.5935516591955	P4	R13-C22
26.1704581909204	P4	R20-C50
26.1949019345132	P4	R18-C11
25.4137144386958	P4	R12-C29
25.8122241768226	P4	R19-C47
28.6845382284897	P4	R11-C47
19.8896698747391	P4	R04-C70
20.7679047594963	P4	R27-C23
23.8421830823104	P4	R18-C49
22.3427029057325	P4	R27-C39
19.7683908183083	P4	R16-C57
24.2897028915698	P4	R11-C61
23.3197018948213	P4	R17-C34
17.8249975025462	P4	R22-C67
19.8892683161623	P4	R04-C47
18.6240752414197	P4	R05-C56
21.9029909403492	P4	R21-C32
20.0181464552355	P4	R07-C41
20.0879041577056	P4	R23-C64
16.7438098248189	P4	R23-C61
20.1809818698931	P4	R07-C51
26.3421887589966	P4	R08-C50
22.1738931883385	P4	R18-C23
14.7274385310354	P4	R08-C19
16.9859645009811	P4	R21-C57
15.3630381737636	P4	R16-C69
23.62590681347	P4	R12-C21
15.5210792260981	P4	R21-C11
18.7869529195222	P4	R08-C49
18.7599965447224	P4	R19-C56
18.2932647530418	P4	R13-C20
13.6083411342547	P4	R11-C25
20.7372252542047	P4	R27-C49
24.7434369890247	P4	R04-C44
18.2957789737002	P4	R12-C11
18.241129281133	P4	R23-C66
16.2245624414299	P4	R18-C59
16.7165169044545	P4	R05-C48
20.2403216845218	P4	R20-C65
23.3839071484743	P4	R07-C36
16.1590047361371	P4	R15-C23
14.9893789385345	P4	R18-C37
17.0273824536724	P4	R15-C39
16.3911012992527	P4	R06-C56
16.3797619640875	P4	R13-C46
22.178082010474	P4	R15-C49
14.3033434558532	P4	R21-C56
19.1973952149961	P4	R06-C29
17.5316764915897	P4	R19-C21
17.6735127225016	P4	R15-C13
17.7870604731346	P4	R18-C09
14.6468159060631	P4	R08-C35
19.0613547660854	P4	R21-C17
15.4405171585334	P4	R20-C30
12.3083915043935	P4	R16-C23
16.7162143104783	P4	R15-C57
16.8766147356747	P4	R10-C13
13.8473763854285	P4	R10-C65
12.9170301611246	P4	R15-C41
12.7300932252855	P4	R10-C24
13.7761618381716	P4	R03-C69
14.7889953067201	P4	R20-C59
12.9574120307014	P4	R13-C28
14.1329790592149	P4	R20-C29
12.4361610891321	P4	R26-C24
15.9265489525659	P4	R20-C35
12.8317149369185	P4	R04-C43
11.2612874285974	P4	R17-C31
14.3186975464149	P4	R09-C11
9.14397196277562	P4	R14-C54
13.9462565147767	P4	R07-C26
11.4285762624898	P4	R20-C36
14.2346095085207	P4	R05-C28
9.64138804636419	P4	R04-C49
12.1395558841541	P4	R07-C44
13.1008449738766	P4	R21-C70
12.3120795412939	P4	R27-C42
12.2753994997899	P4	R20-C44
14.156163900445	P4	R20-C39
8.28852495516714	P4	R05-C08
6.5203414240388	P4	R15-C29
11.8434743818706	P4	R22-C50
11.8686335248818	P4	R11-C24
9.70961785721471	P4	R13-C12
7.56776810757275	P4	R03-C13
4.480269915039	P4	R18-C45
8.31911188199541	P4	R07-C56
10.2782286922374	P4	R07-C23
10.3443715112166	P4	R23-C48
7.67024448354216	P4	R04-C61
5.9818482389947	P4	R18-C26
1040.81585064349	P15	R45-C13
924.695638144637	P15	R48-C41
810.789504236083	P15	R56-C11
677.561089405431	P15	R51-C08
650.858438673877	P15	R64-C14
545.659116213236	P15	R55-C30
550.069839778435	P15	R47-C14
499.275964775575	P15	R63-C57
458.46732114455	P15	R50-C07
479.968830515129	P15	R66-C42
451.68150652429	P15	R46-C28
407.249219814712	P15	R51-C21
440.140004890576	P15	R69-C13
647.625001448225	P15	R63-C20
400.598973488564	P15	R46-C14
408.075948221079	P15	R61-C39
396.018398849198	P15	R70-C27
392.882587499664	P15	R57-C54
419.497274115034	P15	R47-C49
399.880494302956	P15	R63-C18
353.596979918915	P15	R60-C26
366.617437824508	P15	R59-C57
444.299780851582	P15	R53-C52
368.018168375214	P15	R68-C27
345.988859426005	P15	R52-C46
358.594500516595	P15	R45-C43
330.37649790899	P15	R69-C21
340.040706798832	P15	R60-C43
341.769152111585	P15	R45-C54
323.203037374327	P15	R50-C40
495.85652627295	P15	R51-C24
412.211101698867	P15	R69-C49
335.870540924626	P15	R63-C48
331.273816291148	P15	R57-C31
324.922274629423	P15	R47-C16
309.012922440731	P15	R63-C16
314.198701701541	P15	R46-C27
262.853236220994	P15	R45-C45
298.844379335074	P15	R55-C28
233.116840352608	P15	R54-C51
396.751360293586	P15	R50-C27
260.821064557974	P15	R55-C42
284.804878170638	P15	R64-C08
254.054607106896	P15	R62-C27
258.538906124983	P15	R62-C48
412.90655057038	P15	R50-C47
239.682464242988	P15	R65-C37
240.170704319814	P15	R52-C42
226.810774980588	P15	R62-C52
268.882018185755	P15	R48-C52
279.536041006729	P15	R68-C13
250.665122536608	P15	R66-C21
312.283055320314	P15	R49-C42
263.663730932118	P15	R49-C60
263.850107189498	P15	R63-C21
259.481699403644	P15	R52-C08
251.941590972958	P15	R55-C35
240.596307584552	P15	R47-C47
267.452442961974	P15	R53-C43
240.29894485414	P15	R46-C58
340.329037132983	P15	R52-C18
264.262236144092	P15	R48-C36
241.793701532008	P15	R56-C20
234.427221749382	P15	R46-C11
233.72671446535	P15	R63-C40
249.510780853848	P15	R49-C35
251.383936179242	P15	R69-C52
217.199544934406	P15	R63-C58
213.050128973752	P15	R60-C33
276.945753039759	P15	R56-C50
232.28550283459	P15	R50-C43
209.558185154151	P15	R68-C38
217.170996996259	P15	R66-C24
220.823220542966	P15	R65-C17
252.351472745521	P15	R47-C20
232.738643230167	P15	R64-C10
238.095814977633	P15	R45-C58
239.02179786533	P15	R46-C30
231.683774343794	P15	R56-C38
196.373276781681	P15	R62-C18
210.443385908221	P15	R70-C29
212.65019000079	P15	R58-C21
218.94435357731	P15	R53-C12
254.639993020879	P15	R56-C07
196.636077760413	P15	R63-C54
207.239882161246	P15	R47-C56
322.576348158315	P15	R52-C47
297.377830188078	P15	R59-C18
195.741782470541	P15	R61-C50
287.356390910976	P15	R65-C47
177.786869948684	P15	R65-C30
196.611014133977	P15	R63-C08
216.03115109034	P15	R66-C41
221.361322985478	P15	R70-C38
211.974663206689	P15	R70-C47
230.543629864361	P15	R49-C18
197.802079361049	P15	R64-C15
227.108428308914	P15	R46-C22
195.778481140912	P15	R70-C09
194.158539845045	P15	R62-C25
188.867112866562	P15	R64-C20
173.594038334701	P15	R66-C09
170.182834326053	P15	R57-C28
190.844154677437	P15	R61-C31
189.109893387498	P15	R49-C39
186.145652285383	P15	R49-C47
193.203356261849	P15	R62-C56
193.768481625353	P15	R61-C40
172.772290298021	P15	R61-C29
184.548426230354	P15	R54-C59
159.79979258747	P15	R67-C16
201.914449401413	P15	R45-C10
179.651891002913	P15	R70-C51
178.436553451057	P15	R54-C13
177.071529296783	P15	R48-C59
171.060843265774	P15	R55-C20
216.410527827931	P15	R53-C13
184.879379467519	P15	R45-C41
229.193430103464	P15	R46-C08
173.257553469163	P15	R48-C18
183.044871795319	P15	R51-C50
176.398102538197	P15	R56-C15
175.327121616704	P15	R51-C28
171.090213755464	P15	R48-C28
175.487261422143	P15	R46-C32
266.964851096301	P15	R68-C15
171.232038523355	P15	R48-C38
153.437216089515	P15	R61-C21
183.008694722417	P15	R45-C48
175.744884739677	P15	R49-C46
176.513560926243	P15	R58-C23
156.71161883785	P15	R55-C57
177.028742394299	P15	R49-C52
158.141568945229	P15	R57-C15
147.349567225207	P15	R63-C29
156.59348934121	P15	R65-C57
140.495293215872	P15	R62-C23
169.006730257034	P15	R45-C51
160.501269279887	P15	R64-C50
158.096506174566	P15	R67-C19
241.774921177818	P15	R52-C35
153.799141259114	P15	R68-C25
159.582269717348	P15	R45-C56
208.53656109088	P15	R45-C44
160.049540669569	P15	R48-C54
156.18041072778	P15	R51-C17
149.270091985719	P15	R68-C28
154.118936173925	P15	R45-C18
177.573086825672	P15	R47-C07
181.363901889677	P15	R56-C16
178.379117124705	P15	R68-C31
153.69781047188	P15	R67-C30
148.205947760203	P15	R65-C36
152.224131114925	P15	R56-C36
156.192675177001	P15	R50-C08
160.373032853614	P15	R60-C13
185.337309691005	P15	R53-C16
139.635288922897	P15	R46-C24
165.728987233105	P15	R51-C10
166.790856915914	P15	R70-C49
155.344330473285	P15	R54-C38
144.430012797191	P15	R69-C40
143.191577843645	P15	R62-C57
140.64287001895	P15	R51-C62
210.288340717029	P15	R69-C45
154.164655966842	P15	R69-C58
177.42292744125	P15	R48-C14
164.638015831428	P15	R52-C57
150.776880506848	P15	R46-C59
150.509531942508	P15	R61-C10
149.183939928852	P15	R49-C45
145.028580306475	P15	R69-C56
134.303564223284	P15	R65-C44
127.738888231581	P15	R61-C44
140.810063778682	P15	R47-C58
145.700407609434	P15	R49-C44
148.315976977716	P15	R46-C39
148.445028806639	P15	R61-C54
124.168353195597	P15	R65-C40
138.740055044933	P15	R47-C19
211.048145824103	P15	R48-C23
151.23330710101	P15	R50-C54
160.274211748594	P15	R48-C17
134.351265866412	P15	R70-C21
135.550833038571	P15	R55-C48
146.769825931238	P15	R50-C18
130.940347468152	P15	R47-C22
195.644552504564	P15	R48-C45
135.191612985904	P15	R52-C25
117.976668497787	P15	R70-C12
124.821894097713	P15	R67-C20
164.537881943239	P15	R58-C17
136.545131409876	P15	R68-C35
202.340176495939	P15	R46-C43
125.265346350901	P15	R51-C42
145.998428875109	P15	R60-C41
129.14391779562	P15	R70-C31
134.156363045302	P15	R54-C61
138.85059183529	P15	R56-C08
138.559653176634	P15	R50-C19
128.984089220568	P15	R52-C09
117.32486735429	P15	R56-C35
126.453418071959	P15	R53-C37
101.834572245567	P15	R53-C57
206.817878111673	P15	R63-C36
196.384951246535	P15	R70-C50
151.770584132556	P15	R61-C14
129.980107113338	P15	R47-C44
121.031980008845	P15	R54-C09
130.636128157291	P15	R50-C24
198.308509203049	P15	R60-C30
123.484065132208	P15	R64-C12
127.548089059662	P15	R52-C45
120.238450310637	P15	R47-C31
168.046832825968	P15	R62-C54
96.0190397647291	P15	R66-C43
107.53887697648	P15	R54-C36
107.736683469788	P15	R67-C58
118.255753239578	P15	R55-C33
137.542260496892	P15	R51-C13
182.560334192046	P15	R46-C54
107.601336990274	P15	R56-C09
126.512646694603	P15	R49-C31
123.184116260071	P15	R70-C36
122.063796020204	P15	R47-C42
118.901418952782	P15	R57-C07
116.168842511079	P15	R65-C14
118.10471190057	P15	R66-C32
115.821288836436	P15	R52-C17
116.869284545795	P15	R62-C31
162.215484025101	P15	R50-C23
115.755513054543	P15	R50-C30
124.289034260653	P15	R58-C51
111.45310987086	P15	R46-C45
138.560134992533	P15	R62-C28
135.302761648704	P15	R49-C23
119.23605599475	P15	R50-C35
104.391475939286	P15	R55-C58
115.215638549341	P15	R46-C57
105.32383414204	P15	R53-C44
106.631084457315	P15	R68-C11
112.204125587481	P15	R65-C25
113.383062290918	P15	R51-C15
135.100401612417	P15	R61-C32
107.498077161004	P15	R63-C07
106.134770628134	P15	R50-C12
101.774995491175	P15	R65-C50
111.541597633631	P15	R46-C31
117.400091155503	P15	R70-C30
96.7735449641002	P15	R56-C21
114.336538480801	P15	R48-C20
95.8101236063082	P15	R66-C07
116.379403095201	P15	R56-C30
101.108307629947	P15	R45-C24
103.44772332867	P15	R51-C49
102.588728244986	P15	R46-C25
126.703136759655	P15	R46-C56
96.398616297506	P15	R52-C31
98.6241511846938	P15	R53-C30
109.439355605629	P15	R47-C32
104.028387124416	P15	R61-C46
150.565665143206	P15	R53-C11
101.885680083376	P15	R49-C54
105.837321740509	P15	R53-C14
97.6825949414277	P15	R54-C22
94.7817573135216	P15	R54-C56
116.26009228681	P15	R50-C60
124.391535292592	P15	R51-C11
149.28197552999	P15	R61-C16
119.623407750427	P15	R54-C58
93.7242351928589	P15	R67-C24
100.655142029833	P15	R56-C52
100.03077387527	P15	R68-C34
110.999474170906	P15	R51-C30
142.710549337575	P15	R63-C30
92.0529770225528	P15	R70-C24
113.287324345481	P15	R69-C20
93.6211841580242	P15	R61-C48
111.74379924212	P15	R62-C30
98.849587642699	P15	R63-C43
93.9408212579108	P15	R68-C14
95.1703993635572	P15	R47-C57
107.146032586687	P15	R65-C08
85.4784328991401	P15	R67-C34
84.2124683203033	P15	R53-C50
88.9346673666898	P15	R48-C22
82.8799340642676	P15	R65-C24
82.247608417172	P15	R62-C19
88.8147060450616	P15	R63-C26
101.611267287697	P15	R51-C20
78.4048773210087	P15	R49-C16
77.805992766014	P15	R55-C22
87.4997221217991	P15	R50-C52
106.438621392821	P15	R67-C49
69.4080043018624	P15	R52-C29
98.6840068736641	P15	R51-C43
132.451379920026	P15	R57-C30
90.6572881917173	P15	R45-C36
85.533279863437	P15	R61-C23
104.080479011178	P15	R51-C47
88.9806694605374	P15	R50-C09
99.0952738117286	P15	R49-C56
78.8364768076022	P15	R51-C51
90.4543835227763	P15	R68-C48
80.1756673683839	P15	R68-C26
82.82464513877	P15	R69-C15
113.445056993474	P15	R61-C37
78.1309922921223	P15	R49-C36
131.419147377156	P15	R48-C62
125.967833644329	P15	R60-C29
79.9545344521987	P15	R66-C46
78.3179995015777	P15	R46-C20
90.5248931004842	P15	R53-C28
68.6100638900301	P15	R57-C22
82.327000079768	P15	R62-C49
124.566780739647	P15	R65-C52
78.4590960968985	P15	R56-C48
77.8000802188313	P15	R70-C42
173.139711081707	P15	R50-C34
86.2279514288034	P15	R62-C13
77.4916992869157	P15	R64-C44
114.437243637021	P15	R50-C51
77.431550527978	P15	R55-C37
93.1530557954957	P15	R53-C61
83.7376885963774	P15	R50-C16
88.9671793379996	P15	R45-C49
70.2683052613306	P15	R60-C35
70.0879544195309	P15	R62-C40
75.4299795868974	P15	R45-C28
76.6888071302812	P15	R50-C31
75.9422226395018	P15	R62-C36
92.6050811854379	P15	R56-C49
66.6527578383166	P15	R61-C07
81.3524701891287	P15	R69-C48
77.3478881020826	P15	R49-C59
70.2114054908515	P15	R63-C56
73.7187601969058	P15	R56-C57
74.208355733072	P15	R59-C54
68.337129103302	P15	R68-C54
68.8040346308401	P15	R48-C31
74.0888097301317	P15	R53-C59
106.397148698729	P15	R60-C58
81.6534147830222	P15	R62-C46
69.2488445846463	P15	R52-C30
46.4981674149182	P15	R65-C39
72.4616577283828	P15	R51-C40
85.4686138845149	P15	R68-C43
78.5069834799643	P15	R51-C19
67.4206277297263	P15	R70-C57
64.129003903019	P15	R70-C39
66.8980903881957	P15	R61-C58
70.515090783714	P15	R48-C26
73.9507737356786	P15	R58-C40
71.4400080790315	P15	R56-C28
76.9859536970076	P15	R53-C42
72.3086291111332	P15	R51-C26
101.138515819818	P15	R45-C50
82.4915975366054	P15	R70-C14
57.6817916197195	P15	R52-C36
65.1468628692356	P15	R52-C16
83.4575661008453	P15	R64-C22
63.2841466582485	P15	R69-C34
65.3886470989136	P15	R49-C32
86.6529662958778	P15	R61-C42
65.3557524285792	P15	R49-C08
61.0273833267946	P15	R69-C14
61.7921097426669	P15	R51-C61
63.3286142815699	P15	R53-C20
85.0519440401006	P15	R63-C50
60.5447991256217	P15	R54-C41
64.5056008679159	P15	R48-C10
85.2449546539607	P15	R57-C36
94.0909328300782	P15	R47-C13
58.3623407915817	P15	R52-C51
59.3403453462752	P15	R49-C62
59.799938728876	P15	R51-C25
62.833361242062	P15	R50-C36
67.3139684086016	P15	R61-C59
57.9216992679435	P15	R48-C57
62.6434829404213	P15	R67-C14
61.2523541593607	P15	R64-C19
62.034514807976	P15	R50-C26
56.1887489028499	P15	R62-C41
50.1721642495875	P15	R68-C33
58.9419569688321	P15	R69-C29
59.9364188719297	P15	R49-C14
58.6465494343007	P15	R54-C35
73.4340941327561	P15	R58-C14
66.706982309982	P15	R53-C21
57.7936723889368	P15	R50-C57
53.8767874195417	P15	R53-C07
57.0463752683199	P15	R45-C15
62.3198699782831	P15	R54-C57
85.9144059298789	P15	R60-C37
63.333052355234	P15	R53-C19
60.4213269682265	P15	R51-C27
59.3059236819945	P15	R60-C44
63.9057742386694	P15	R49-C10
84.3225084614272	P15	R50-C42
62.5500316551366	P15	R64-C30
92.8007100575356	P15	R52-C27
55.7263665103263	P15	R61-C30
61.3052137373159	P15	R56-C25
53.5023574535542	P15	R61-C22
75.4846043938407	P15	R49-C37
54.2703602642808	P15	R48-C39
89.0468181554213	P15	R51-C41
57.9711606173238	P15	R47-C48
51.7855541514843	P15	R56-C29
71.788869401336	P15	R69-C22
58.3886128199663	P15	R53-C41
53.2433551846584	P15	R47-C27
58.6548956896932	P15	R47-C41
61.17768930461	P15	R60-C36
62.6270306140768	P15	R65-C32
52.8100959514041	P15	R54-C34
51.7180367498217	P15	R49-C19
66.246938029924	P15	R63-C12
49.7545031585747	P15	R68-C52
49.555099852893	P15	R55-C59
52.7323107944592	P15	R48-C46
51.4394202991909	P15	R47-C36
54.1580567161939	P15	R67-C15
76.7177805083345	P15	R49-C07
56.0622558424179	P15	R45-C62
51.7600320089456	P15	R66-C25
79.6093377533259	P15	R46-C44
49.3569990531436	P15	R45-C59
51.0822548813417	P15	R52-C32
48.4934617981018	P15	R63-C45
76.464974520486	P15	R45-C52
55.8986744009486	P15	R62-C22
59.4093013193091	P15	R46-C19
52.0418699465801	P15	R48-C47
50.7420091409291	P15	R50-C15
55.0935263861493	P15	R63-C13
48.9172410604523	P15	R70-C19
102.600919650356	P15	R49-C27
43.3350111735485	P15	R68-C19
62.2626710261379	P15	R60-C60
50.8647084446839	P15	R61-C08
46.6856902342456	P15	R55-C16
44.1664189956651	P15	R70-C08
51.2330191300702	P15	R45-C61
50.6812441201157	P15	R70-C22
48.2323966403861	P15	R69-C16
55.6160181088234	P15	R63-C11
55.3903478574666	P15	R46-C41
75.2261454000556	P15	R49-C12
50.8382992871894	P15	R47-C54
48.1570673215011	P15	R68-C42
49.0902298500937	P15	R54-C30
47.2104419502395	P15	R70-C41
42.020573174587	P15	R54-C52
45.4309853334726	P15	R60-C31
49.2455947053944	P15	R69-C19
74.7578969265257	P15	R49-C41
40.8154781756978	P15	R45-C17
41.0290850269928	P15	R57-C13
47.8092818616348	P15	R67-C11
45.3840171230506	P15	R56-C58
44.5287529011193	P15	R69-C11
43.4636578487298	P15	R48-C50
50.120268145908	P15	R65-C16
42.229169686807	P15	R48-C30
43.4631385238115	P15	R47-C60
45.0105266271208	P15	R64-C35
41.5956819484469	P15	R63-C06
35.6903592710576	P15	R65-C07
74.3885601277264	P15	R66-C27
44.3950738056383	P15	R53-C35
49.4299935728426	P15	R52-C13
41.7254085299656	P15	R61-C41
45.1372724275291	P15	R51-C56
52.315468912456	P15	R53-C40
41.0707021550329	P15	R56-C54
46.9788637094039	P15	R70-C15
67.2435354832677	P15	R70-C45
66.1418832341006	P15	R49-C43
41.791451037339	P15	R51-C46
43.9402002119734	P15	R50-C29
40.1132827043516	P15	R55-C45
41.6158180255623	P15	R69-C30
42.4031634843745	P15	R50-C21
36.24562717748	P15	R69-C08
37.40715675466	P15	R46-C33
38.6258942381496	P15	R47-C15
50.496278789291	P15	R51-C09
37.9694659926272	P15	R61-C19
